source,condition_tag,section,resource_type,content,url,collection
MedlinePlus,anxiety,What is anxiety?,condition_info,"Anxiety is a feeling of fear, dread, and uneasiness. It might cause you to sweat, feel restless and tense, and have a rapid heartbeat. It can be a normal reaction to stress. For example, you might feel anxious when faced with a difficult problem at work, before taking a test, or before making an important decision. It can help you to cope. The anxiety may give you a boost of energy or help you focus. But for people with anxiety disorders, the fear is not temporary and can be overwhelming.",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,What are anxiety disorders?,condition_info,"Anxiety disorders are conditions in which you have anxiety that does not go away and can get worse over time. The symptoms can interfere with daily activities such as job performance, schoolwork, and relationships.",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,What are the types of anxiety disorders?,condition_info,"There are several types of anxiety disorders, including: Generalized anxiety disorder (GAD). People with GAD worry about ordinary issues such as health, money, work, and family. But their worries are excessive, and they have them almost every day for at least 6 months. Panic disorder. People with panic disorder have panic attacks. These are sudden, repeated periods of intense fear when there is no danger. The attacks come on quickly and can last several minutes or more. Phobias. People with phobias have an intense fear of something that poses little or no actual danger. Their fear may be about spiders, flying, going to crowded places, or being in social situations (known as social anxiety).",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Who is at risk for anxiety disorders?,condition_info,"The risk factors for the different types of anxiety disorders can vary. For example, GAD and phobias are more common in women, but social anxiety affects men and women equally. There are some general risk factors for all types of anxiety disorders, including: Certain personality traits, such as being shy or withdrawn when you are in new situations or meeting new people Family history of anxiety or other mental disorders Some physical health conditions, such as thyroid problems or arrhythmia",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,What are the symptoms of anxiety disorders?,condition_info,"The different types of anxiety disorders can have different symptoms. But they all have a combination of: Anxious thoughts or beliefs that are hard to control. They make you feel restless and tense and interfere with your daily life. They do not go away and can get worse over time. Physical symptoms, such as a pounding or rapid heartbeat, unexplained aches and pains, dizziness, and shortness of breath Changes in behavior, such as avoiding everyday activities you used to do Using caffeine, other substances, and certain medicines can make your symptoms worse.",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,How are anxiety disorders diagnosed?,condition_info,"To diagnose anxiety disorders, your health care provider will ask about your symptoms and medical history. You may also have a physical exam and lab tests to make sure that a different health problem is not the cause of your symptoms. If you don't have another health problem, you will get a psychological evaluation. Your provider may do it, or you may be referred to a mental health professional to get one.",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,What are the treatments for anxiety disorders?,condition_info,"The main treatments for anxiety disorders are psychotherapy (talk therapy), medicines, or both: Psychotherapy can help you recognize and change troubling emotions, thoughts, and behaviors. To be effective, it should focus on your specific anxieties and needs. There are many types; some of the types used for anxiety disorders include: Cognitive behavioral therapy (CBT), which teaches you different ways of thinking and behaving. It can help you change how you react to the things that cause you to feel fear and anxiety. It may include exposure therapy. This therapy focuses on having you confront your fears so that you will be able to do the things that you had been avoiding. Acceptance and commitment therapy may help with some anxiety disorders. It uses strategies such as mindfulness and goal setting to reduce discomfort and anxiety. Cognitive behavioral therapy (CBT), which teaches you different ways of thinking and behaving. It can help you change how you react to the things that cause you to feel fear and anxiety. It may include exposure therapy. This therapy focuses on having you confront your fears so that you will be able to do the things that you had been avoiding. Acceptance and commitment therapy may help with some anxiety disorders. It uses strategies such as mindfulness and goal setting to reduce discomfort and anxiety. Medicines to treat anxiety disorders include anti-anxiety medicines and certain antidepressants. Some types of medicines may work better for specific types of anxiety disorders. You should work closely with your provider to identify which medicine is best for you. You may need to try more than one medicine before you can find the right one. Support groups and stress management techniques may also be helpful.",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Start Here,condition_info,"Anxiety Disorders (Department of Health and Human Services, Office on Women's Health) Also in Spanish Understanding Anxiety Disorders: When Panic, Fear, and Worries Overwhelm (National Institutes of Health) Also in Spanish",https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Treatments and Therapies,condition_info,Anxiety and Complementary Health Approaches (National Center for Complementary and Integrative Health) Beyond Worry: How Psychologists Help with Anxiety Disorders (American Psychological Association) Also in Spanish Herbal Treatment for Anxiety: Is It Effective? (Mayo Foundation for Medical Education and Research) Also in Spanish Mental Health Medications (National Institute of Mental Health),https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Living With,condition_info,Coping with Anxiety: Can Diet Make a Difference? (Mayo Foundation for Medical Education and Research) Also in Spanish Depression and Anxiety: Exercise Eases Symptoms (Mayo Foundation for Medical Education and Research) Also in Spanish How to Cope with Medical Test Anxiety (National Library of Medicine) Also in Spanish Metabolic Side Effects of Psychiatric Medications (American Association of Psychiatric Pharmacists) - PDF What to Know Before Stopping Medications (Medication Discontinuation) (American Association of Psychiatric Pharmacists) - PDF,https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Find an Expert,condition_info,Find Your Therapist (Anxiety and Depression Association of America) FindTreatment.gov (Substance Abuse and Mental Health Services Administration) Also in Spanish Help for Mental Illnesses (National Institute of Mental Health) Also in Spanish National Institute of Mental Health Also in Spanish,https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Children,condition_info,Childhood Fears and Worries (Nemours Foundation) Also in Spanish Helping Kids when They Worry (Nemours Foundation) Also in Spanish Helping Your Child Manage Anxiety (Nemours Foundation) Also in Spanish How Can I Worry Less? (Nemours Foundation) Also in Spanish,https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,anxiety,Patient Handouts,condition_info,Generalized anxiety disorder (Medical Encyclopedia) Also in Spanish Generalized anxiety disorder - self-care (Medical Encyclopedia) Also in Spanish Generalized anxiety disorder in children (Medical Encyclopedia) Also in Spanish Palliative care - fear and anxiety (Medical Encyclopedia) Also in Spanish Separation anxiety in children (Medical Encyclopedia) Also in Spanish Stress and your health (Medical Encyclopedia) Also in Spanish,https://medlineplus.gov/anxiety.html,clinical_guidelines
MedlinePlus,ptsd,What is post-traumatic stress disorder (PTSD)?,condition_info,"Post-traumatic stress disorder (PTSD) is a mental health disorder that some people develop after they experience or see a traumatic event. The traumatic event may be life-threatening, such as combat, a natural disaster, a car accident, or sexual assault. But sometimes the event is not necessarily a dangerous one. For example, the sudden, unexpected death of a loved one can also cause PTSD. It's normal to feel afraid during and after a traumatic situation. The fear triggers a ""fight-or-flight"" response. This is your body's way of helping to protect itself from possible harm. It causes changes in your body such as the release of certain hormones and increases in alertness, blood pressure, heart rate, and breathing. In time, most people recover from this naturally. But people with PTSD don't feel better. They feel stressed and frightened long after the trauma is over. In some cases, the PTSD symptoms may start later on. They might also come and go over time.",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,Who is more likely to develop post-traumatic stress disorder (PTSD)?,condition_info,"You can develop PTSD at any age. Many risk factors play a part in whether you will develop PTSD. They include: Your sex; women are more likely to develop PTSD Going through a traumatic event that lasts a long time Having little or no social support after the event Dealing with extra stress after the event, such as loss of a loved one, pain and injury, or loss of a job or home Having a history of mental illness or substance use",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,What are the symptoms of post-traumatic stress disorder (PTSD)?,condition_info,"There are four types of PTSD symptoms, but they may not be the same for everyone. Each person experiences symptoms in their own way. The types are: Re-experiencing symptoms, when something reminds you of the trauma and you feel that fear again. Examples include Flashbacks, which cause you to feel like you are going through the event again Nightmares Frightening thoughts Flashbacks, which cause you to feel like you are going through the event again Avoidance symptoms, when you try to avoid situations or people that trigger memories of the traumatic event. This may cause you to Stay away from places, events, or objects that are reminders of the traumatic experience. For example, if you were in a car accident, you might stop driving. Avoiding thoughts or feelings related to the traumatic event. For example, you might try to stay very busy to try to avoid thinking about what happened. Stay away from places, events, or objects that are reminders of the traumatic experience. For example, if you were in a car accident, you might stop driving. Avoiding thoughts or feelings related to the traumatic event. For example, you might try to stay very busy to try to avoid thinking about what happened. Arousal and reactivity symptoms, which may cause you to be jittery or be on the lookout for danger. They include Being easily startled Feeling tense or ""on edge"" Having difficulty sleeping Having angry outbursts Cognition and mood symptoms, which are negative changes in beliefs and feelings. They include Trouble remembering important things about the traumatic event Negative thoughts about yourself or the world Feeling blame and guilt No longer being interested in things you enjoyed Trouble concentrating Trouble remembering important things about the traumatic event No longer being interested in things you enjoyed The symptoms usually start soon after the traumatic event. But sometimes they may not appear until months or years later. They also may come and go over many years. If your symptoms last longer than four weeks, cause you great distress, or interfere with your work or home life, you might have PTSD.",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,How is post-traumatic stress disorder (PTSD) diagnosed?,condition_info,"A health care provider who has experience helping people with mental illnesses can diagnose PTSD. The provider will do a mental health screening and may also do a physical exam. To get a diagnosis of PTSD, you must have all of these symptoms for at least one month:",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,What are the treatments for post-traumatic stress disorder (PTSD)?,condition_info,"The main treatments for PTSD are talk therapy, medicines, or both. PTSD affects people differently, so a treatment that works for one person may not work for another. If you have PTSD, you need to work with a mental health professional to find the best treatment for your symptoms.: Talk therapy, or psychotherapy, can teach you about your symptoms. You will learn how to identify what triggers them and how to manage them. There are different types of talk therapy for PTSD. Medicines can help with the symptoms of PTSD. Antidepressants may help control symptoms such as sadness, worry, anger, and feeling numb inside. Other medicines can help with sleep problems and nightmares.",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,Can post-traumatic stress disorder (PTSD) be prevented?,condition_info,"There are certain factors that can help reduce the risk of developing PTSD. These are known as resilience factors, and they include: Seeking out support from other people, such as friends, family, or a support group Learning to feel good about your actions in the face of danger Having a coping strategy or a way of getting through the bad event and learning from it Being able to act and respond effectively despite feeling fear",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,Living With,condition_info,Coping Tips for Traumatic Events and Disasters (Substance Abuse and Mental Health Services Administration) Coping with Traumatic Events (National Institute of Mental Health) Coping with Traumatic Stress Reactions (National Center for PTSD) Also in Spanish,https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,Related Issues,condition_info,"Abuse, Maltreatment and PTSD and Their Relationship to Migraine (American Migraine Foundation) Chronic Pain and PTSD (National Center for PTSD) Common Reactions After Trauma (National Center for PTSD) Also in Spanish Effects of PTSD on Family (National Center for PTSD) Also in Spanish PTSD and Problems with Alcohol Use (National Center for PTSD) Sleep Problems and PTSD (Department of Veterans Affairs)",https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,ptsd,Children,condition_info,Helping Your Child Heal after a Trauma (Nemours Foundation) Also in Spanish Posttraumatic Stress Disorder (PTSD) in Children (Nemours Foundation) Also in Spanish PTSD in Children and Teens (National Center for PTSD) Also in Spanish,https://medlineplus.gov/posttraumaticstressdisorder.html,clinical_guidelines
MedlinePlus,bipolar,What is bipolar disorder?,condition_info,"Bipolar disorder is a mood disorder that can cause intense mood swings: Sometimes you may feel extremely ""up,"" elated, irritable, or energized. This is called a manic episode. Other times you may feel ""down,"" sad, indifferent, or hopeless. This is called a depressive episode. You may have both manic and depressive symptoms together. This is called a mixed episode. Along with mood swings, bipolar disorder causes changes in behavior, energy levels, and activity levels. Bipolar disorder used to be called other names, including manic depression and manic-depressive disorder.",https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,What are the types of bipolar disorder?,condition_info,"There are three main types of bipolar disorder: Bipolar I disorder involves manic episodes that last at least 7 days or manic symptoms so severe that you need immediate hospital care. Depressive episodes are also common. Those often last at least two weeks. This type of bipolar disorder can also involve mixed episodes. Bipolar II disorder involves depressive episodes. But instead of full-blown manic episodes, there are episodes of hypomania. Hypomania is a less severe version of mania. Cyclothymic disorder, or cyclothymia, also involves hypomanic and depressive symptoms. But they are not as intense or as long-lasting as hypomanic or depressive episodes. The symptoms usually last for at least two years in adults and for one year in children and teenagers. With any of these types, having four or more episodes of mania or depression in a year is called ""rapid cycling.""",https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,Who is at risk for bipolar disorder?,condition_info,You are at higher risk for bipolar disorder if you have a close relative who has it. Going through trauma or stressful life events may raise this risk even more.,https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,What are the symptoms of bipolar disorder?,condition_info,"The symptoms of bipolar disorder can vary. But they involve mood swings known as mood episodes: The symptoms of a manic episode can include Feeling very up, high, or elated Feeling jumpy or wired, more active than usual Having a very short temper or seeming extremely irritable Having racing thoughts and talking very fast Needing less sleep Feeling like you are unusually important, talented, or powerful Do risky things that show poor judgment, such as eating and drinking too much, spending or giving away a lot of money, or having reckless sex Feeling jumpy or wired, more active than usual Having a very short temper or seeming extremely irritable Feeling like you are unusually important, talented, or powerful Do risky things that show poor judgment, such as eating and drinking too much, spending or giving away a lot of money, or having reckless sex The symptoms of a depressive episode can include Feeling very sad, hopeless, or worthless Feeling lonely or isolating yourself from others Talking very slowly, feeling like you have nothing to say, or forgetting a lot Having little energy Sleeping too much Eating too much or too little Lack of interest in your usual activities and being unable to do even simple things Thinking about death or suicide Talking very slowly, feeling like you have nothing to say, or forgetting a lot Lack of interest in your usual activities and being unable to do even simple things The symptoms of a mixed episode include both manic and depressive symptoms together. For example, you may feel very sad, empty, or hopeless, while at the same time feeling extremely energized. Some people with bipolar disorder may have milder symptoms. For example, you may have hypomania instead of mania. With hypomania, you may feel very good and find that you can get a lot done. You may not feel like anything is wrong. But your family and friends may notice your mood swings and changes in activity levels. They may realize that your behavior is unusual for you. After the hypomania, you might have severe depression. Your mood episodes may last a week or two or sometimes longer. During an episode, symptoms usually occur every day for most of the day.",https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,How is bipolar disorder diagnosed?,condition_info,"To diagnose bipolar disorder, your health care provider may use many tools: A medical history, which will include asking about your symptoms, lifetime history, experiences, and family history A mental health evaluation. Your provider may do the evaluation or may refer you to a mental health specialist to get one.",https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,What are the treatments for bipolar disorder?,condition_info,"Treatment can help many people, including those with the most severe forms of bipolar disorder. The main treatments for bipolar disorder include medicines, psychotherapy, or both: Medicines can help control the symptoms of bipolar disorder. You may need to try several different medicines to find which one works best for you. Some people need to take more than one medicine. It's important to take your medicine consistently. Don't stop taking it without first talking with your provider. Contact your provider if you have any concerns about side effects from the medicines. Psychotherapy (talk therapy) can help you recognize and change troubling emotions, thoughts, and behaviors. It can give you and your family support, education, skills, and coping strategies. There are several different types of psychotherapy that may help with bipolar disorder. Other treatment options include: Electroconvulsive therapy (ECT), a brain stimulation procedure that can help relieve symptoms. It uses a mild electric current and is done while you are under general anesthesia. ECT is most often used for severe bipolar disorder that is not getting better with other treatments. It may also be used when someone needs a treatment that will work more quickly than medicines. This might be when a person has a high risk of suicide or is catatonic (unresponsive). Repetitive transcranial magnetic stimulation (rTMS), a brain stimulation procedure that uses magnetic waves to relieve depression. It is not as powerful as ECT, but with rTMS, you don't need general anesthesia. It also has a low risk of negative effects on your memory and thinking. Light therapy has been shown to be effective for seasonal affective disorder (SAD). Many people with bipolar disorder also find that their depression gets worse during certain seasons, usually in the fall and winter. Light therapy may help with their symptoms. Healthy lifestyle changes, such as getting regular exercise, having a consistent sleep schedule, and keeping a mood journal, can also help with your symptoms. Electroconvulsive therapy (ECT), a brain stimulation procedure that can help relieve symptoms. It uses a mild electric current and is done while you are under general anesthesia. ECT is most often used for severe bipolar disorder that is not getting better with other treatments. It may also be used when someone needs a treatment that will work more quickly than medicines. This might be when a person has a high risk of suicide or is catatonic (unresponsive). Repetitive transcranial magnetic stimulation (rTMS), a brain stimulation procedure that uses magnetic waves to relieve depression. It is not as powerful as ECT, but with rTMS, you don't need general anesthesia. It also has a low risk of negative effects on your memory and thinking. Light therapy has been shown to be effective for seasonal affective disorder (SAD). Many people with bipolar disorder also find that their depression gets worse during certain seasons, usually in the fall and winter. Light therapy may help with their symptoms. Healthy lifestyle changes, such as getting regular exercise, having a consistent sleep schedule, and keeping a mood journal, can also help with your symptoms. Bipolar disorder is a lifelong illness. But long-term, ongoing treatment can help manage your symptoms and enable you to live a healthy, successful life.",https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,Treatments and Therapies,condition_info,Bipolar Treatment: Are Bipolar I and Bipolar II Treated Differently? (Mayo Foundation for Medical Education and Research) Also in Spanish Brain Stimulation Therapies (National Institute of Mental Health) Mental Health Medications (National Institute of Mental Health),https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,Related Issues,condition_info,Bipolar Disorder and Alcoholism: Are They Related? (Mayo Foundation for Medical Education and Research) Also in Spanish Bipolar Disorder and Black Americans (Mental Health America) Bipolar Medications and Weight Gain (Mayo Foundation for Medical Education and Research) Also in Spanish Mental Health Providers: Tips on Finding One (Mayo Foundation for Medical Education and Research) Also in Spanish Suicide Prevention Information (Depression and Bipolar Support Alliance),https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,bipolar,Teenagers,condition_info,Bipolar Disorder in Children and Teens (National Institute of Mental Health) Also in Spanish Bipolar Disorder in Teens and Young Adults: Know the Signs (National Institute of Mental Health) - PDF Also in Spanish,https://medlineplus.gov/bipolardisorder.html,clinical_guidelines
MedlinePlus,ocd,What is obsessive-compulsive disorder (OCD)?,condition_info,"Obsessive-compulsive disorder (OCD) is a mental disorder in which you have thoughts (obsessions) and rituals (compulsions) over and over. They interfere with your life, but you cannot control or stop them.",https://medlineplus.gov/obsessivecompulsivedisorder.html,clinical_guidelines
MedlinePlus,ocd,Who is at risk for obsessive-compulsive disorder (OCD)?,condition_info,"Obsessive-compulsive disorder (OCD) usually begins when you are a teen or young adult. Boys often develop OCD at a younger age than girls. Family history. People with a first-degree relative (such as a parent, sibling, or child) who has OCD are at higher risk. This is especially true if the relative developed OCD as a child or teen. Brain structure and functioning. Imaging studies have shown that people with OCD have differences in certain parts of the brain. Researchers need to do more studies to understand the connection between the brain differences and OCD. Childhood trauma, such as child abuse. Some studies have found a link between trauma in childhood and OCD. More research is needed to understand this relationship better. In some cases, children may develop OCD or OCD symptoms following a streptococcal infection. This is called Pediatric Autoimmune Neuropsychiatric Disorders Associated with Streptococcal Infections (PANDAS).",https://medlineplus.gov/obsessivecompulsivedisorder.html,clinical_guidelines
MedlinePlus,ocd,What are the symptoms of obsessive-compulsive disorder (OCD)?,condition_info,"People with OCD may have symptoms of obsessions, compulsions, or both: Obsessions are repeated thoughts, urges, or mental images that cause anxiety. They may involve things such as Fear of germs or contamination Fear of losing or misplacing something Worries about harm coming towards yourself or others Unwanted forbidden thoughts involving sex or religion Aggressive thoughts towards yourself or others Needing things lined up exactly or arranged in a particular, precise way Worries about harm coming towards yourself or others Needing things lined up exactly or arranged in a particular, precise way Compulsions are behaviors that you feel like you need to do over and over to try to reduce your anxiety or stop the obsessive thoughts. Some common compulsions include Excessive cleaning and/or handwashing Repeatedly checking on things, such as whether the door is locked or the oven is off Compulsive counting Ordering and arranging things in a particular, precise way Repeatedly checking on things, such as whether the door is locked or the oven is off Ordering and arranging things in a particular, precise way Some people with OCD also have Tourette syndrome or another tic disorder. Tics are sudden twitches, movements, or sounds that people do over and over. People who have tics cannot stop their body from doing these things.",https://medlineplus.gov/obsessivecompulsivedisorder.html,clinical_guidelines
