source,condition_tag,section,resource_type,content,url,collection,country,phone
findahelpline.com,crisis,Helpline: The Humsafar Helpline,helpline,The Humsafar Helpline is a mental health helpline in India. Phone: 9892940966. Website: https://humsafar.org/. Topics covered: mental health.,https://humsafar.org/,helplines_crisis,India,9892940966
findahelpline.com,crisis,Helpline: Snehadhar Women's Helpline,helpline,Snehadhar Women's Helpline is a mental health helpline in India. Phone: +91 0241 234 0444. Website: https://www.snehalaya.org/snehadhar. Topics covered: mental health.,https://www.snehalaya.org/snehadhar,helplines_crisis,India,+91 0241 234 0444
findahelpline.com,crisis,Helpline: CHILDLINE 1098,helpline,CHILDLINE 1098 is a mental health helpline in India. Phone: 1098. Website: https://www.facebook.com/ChildlineIndiaFoundation. Topics covered: mental health.,https://www.facebook.com/ChildlineIndiaFoundation,helplines_crisis,India,1098
findahelpline.com,crisis,Helpline: Alzheimer's Related Disorders Society of India (ARDSI) Helpline,helpline,Alzheimer's Related Disorders Society of India (ARDSI) Helpline is a mental health helpline in India. Phone: +91 9846198473. Website: https://ardsi.org/. Topics covered: mental health.,https://ardsi.org/,helplines_crisis,India,+91 9846198473
findahelpline.com,crisis,Helpline: Muktaa Mental Health Helpline,helpline,Muktaa Mental Health Helpline is a mental health helpline in India. Phone: 788-788-9882. Website: https://mcf.org.in/. Topics covered: mental health.,https://mcf.org.in/,helplines_crisis,India,788-788-9882
findahelpline.com,crisis,Helpline: Pukar Helpline,helpline,Pukar Helpline is a mental health helpline in India. Phone: 9663896669. Website: https://www.facebook.com/pukarhelpline/. Topics covered: mental health.,https://www.facebook.com/pukarhelpline/,helplines_crisis,India,9663896669
findahelpline.com,crisis,"Helpline: Roshni Helpline, Telangana",helpline,"Roshni Helpline, Telangana is a mental health helpline in India. Phone: +918142020033. Website: https://www.facebook.com/Roshningohyd/. Topics covered: mental health.",https://www.facebook.com/Roshningohyd/,helplines_crisis,India,+918142020033
findahelpline.com,crisis,Helpline: iCALL Psychosocial Helpline,helpline,iCALL Psychosocial Helpline is a mental health helpline in India. Phone: 915 298 7821. Website: https://icallhelpline.org/. Topics covered: mental health.,https://icallhelpline.org/,helplines_crisis,India,915 298 7821
findahelpline.com,crisis,Helpline: Connecting Trust - Every Life Counts,helpline,Connecting Trust - Every Life Counts is a mental health helpline in India. Phone: 9922004305. Website: https://www.facebook.com/connectingngo/. Topics covered: mental health.,https://www.facebook.com/connectingngo/,helplines_crisis,India,9922004305
findahelpline.com,crisis,"Helpline: Kashmir Lifeline, Emotional and Mental Crisis support",helpline,"Kashmir Lifeline, Emotional and Mental Crisis support is a mental health helpline in India. Phone: 1800 180 7020. Website: https://www.kashmirlifeline.org/. Topics covered: mental health.",https://www.kashmirlifeline.org/,helplines_crisis,India,1800 180 7020
findahelpline.com,crisis,Helpline: Ankahee Helpline,helpline,Ankahee Helpline is a mental health helpline in India. Phone: +91 86-554 86-966. Website: https://www.ankaheehelpline.org/. Topics covered: mental health.,https://www.ankaheehelpline.org/,helplines_crisis,India,+91 86-554 86-966
findahelpline.com,crisis,Helpline: COOJ Distress Helpline,helpline,COOJ Distress Helpline is a mental health helpline in India. Phone: 63 6161 2525. Website: https://cooj.co.in/our-programs/suicide-prevention/. Topics covered: mental health.,https://cooj.co.in/our-programs/suicide-prevention/,helplines_crisis,India,63 6161 2525
findahelpline.com,crisis,Helpline: Sneha Suicide Prevention Helpline,helpline,Sneha Suicide Prevention Helpline is a mental health helpline in India. Phone: 44 2464 0050. Website: https://snehaindia.org/new/. Topics covered: mental health.,https://snehaindia.org/new/,helplines_crisis,India,44 2464 0050
findahelpline.com,crisis,Helpline: iCALLs ReYou Chat-line,helpline,iCALLs ReYou Chat-line is a mental health helpline in India. Website: https://icallhelpline.org/about-the-reyou-chat-line/. Topics covered: mental health.,https://icallhelpline.org/about-the-reyou-chat-line/,helplines_crisis,India,
findahelpline.com,crisis,Helpline: Mann Talks,helpline,Mann Talks is a mental health helpline in India. Phone: 86861 39139. Website: https://www.manntalks.org/. Topics covered: mental health.,https://www.manntalks.org/,helplines_crisis,India,86861 39139
findahelpline.com,crisis,Helpline: ND Prana Lifeline,helpline,ND Prana Lifeline is a mental health helpline in India. Phone: 1800 121 203040. Website: https://ngchandrancharities.org/. Topics covered: mental health.,https://ngchandrancharities.org/,helplines_crisis,India,1800 121 203040
findahelpline.com,crisis,Helpline: Lifeline Foundation,helpline,Lifeline Foundation is a mental health helpline in India. Phone: + 91 90880 30303. Website: https://www.facebook.com/LifelineFoundationIndia?locale=mk_MK. Topics covered: mental health.,https://www.facebook.com/LifelineFoundationIndia?locale=mk_MK,helplines_crisis,India,+ 91 90880 30303
findahelpline.com,crisis,Helpline: Parivarthan Counselling Helpline,helpline,Parivarthan Counselling Helpline is a mental health helpline in India. Phone: +91 7676602602. Website: https://parivarthan.org/counselling-helpline/. Topics covered: mental health.,https://parivarthan.org/counselling-helpline/,helplines_crisis,India,+91 7676602602
findahelpline.com,crisis,Helpline: Arpita Foundation,helpline,Arpita Foundation is a mental health helpline in India. Phone: 9180 23655557. Website: http://www.arpitafoundation.org/. Topics covered: mental health.,http://www.arpitafoundation.org/,helplines_crisis,India,9180 23655557
findahelpline.com,crisis,Helpline: Voice That Cares,helpline,Voice That Cares is a mental health helpline in India. Phone: 8448-8448-45. Website: https://www.rocf.org/voice-that-cares/. Topics covered: mental health.,https://www.rocf.org/voice-that-cares/,helplines_crisis,India,8448-8448-45
findahelpline.com,crisis,Helpline: Outlive Chat Platform,helpline,Outlive Chat Platform is a mental health helpline in India. Website: https://chat.outlive.in/landing-page. Topics covered: mental health.,https://chat.outlive.in/landing-page,helplines_crisis,India,
findahelpline.com,crisis,Helpline: The Naz Helpline,helpline,The Naz Helpline is a mental health helpline in India. Phone: +91 8800329176. Website: https://www.nazindia.org/lgbtqia/. Topics covered: mental health.,https://www.nazindia.org/lgbtqia/,helplines_crisis,India,+91 8800329176
findahelpline.com,crisis,Helpline: MahilaBol Helpline,helpline,MahilaBol Helpline is a mental health helpline in India. Phone: 0124-4007444. Website: https://mahilabol.org/. Topics covered: mental health.,https://mahilabol.org/,helplines_crisis,India,0124-4007444
findahelpline.com,crisis,Helpline: iCALL's CHAMPS Helpline,helpline,iCALL's CHAMPS Helpline is a mental health helpline in India. Phone: 1800-2222-11. Website: https://icallhelpline.org/. Topics covered: mental health.,https://icallhelpline.org/,helplines_crisis,India,1800-2222-11
findahelpline.com,crisis,Helpline: Positive Parenting & Child Helpline,helpline,Positive Parenting & Child Helpline is a mental health helpline in India. Phone: 1 800-532-2244. Website: https://www.parisarasha.com/. Topics covered: mental health.,https://www.parisarasha.com/,helplines_crisis,India,1 800-532-2244
findahelpline.com,crisis,Helpline: 988 Suicide & Crisis Lifeline,helpline,988 Suicide & Crisis Lifeline is a mental health helpline in United States. Phone: 988. Website: https://988lifeline.org. Topics covered: mental health.,https://988lifeline.org,helplines_crisis,United States,988
findahelpline.com,crisis,Helpline: Crisis Text Line,helpline,Crisis Text Line is a mental health helpline in United States. Website: https://www.crisistextline.org/. Topics covered: mental health.,https://www.crisistextline.org/,helplines_crisis,United States,
findahelpline.com,crisis,Helpline: SAMHSA's National Helpline,helpline,SAMHSA's National Helpline is a mental health helpline in United States. Phone: 1-800-662-4357. Website: https://www.samhsa.gov/find-help/national-helpline. Topics covered: mental health.,https://www.samhsa.gov/find-help/national-helpline,helplines_crisis,United States,1-800-662-4357
findahelpline.com,crisis,Helpline: NAMI HelpLine,helpline,NAMI HelpLine is a mental health helpline in United States. Phone: (800) 950-6264. Website: https://nami.org/help. Topics covered: mental health.,https://nami.org/help,helplines_crisis,United States,(800) 950-6264
findahelpline.com,crisis,Helpline: National Teen Dating Abuse Helpline,helpline,National Teen Dating Abuse Helpline is a mental health helpline in United States. Phone: (866) 331-9474. Website: https://www.loveisrespect.org/. Topics covered: mental health.,https://www.loveisrespect.org/,helplines_crisis,United States,(866) 331-9474
findahelpline.com,crisis,Helpline: TrevorLifeline,helpline,TrevorLifeline is a mental health helpline in United States. Phone: (866) 488-7386. Website: https://www.thetrevorproject.org/get-help/. Topics covered: mental health.,https://www.thetrevorproject.org/get-help/,helplines_crisis,United States,(866) 488-7386
findahelpline.com,crisis,Helpline: National Domestic Violence Hotline,helpline,National Domestic Violence Hotline is a mental health helpline in United States. Phone: (800) 799-7233. Website: https://www.thehotline.org/. Topics covered: mental health.,https://www.thehotline.org/,helplines_crisis,United States,(800) 799-7233
findahelpline.com,crisis,Helpline: RAINN National Sexual Assault Hotline,helpline,RAINN National Sexual Assault Hotline is a mental health helpline in United States. Phone: (800) 656-4673. Website: https://www.rainn.org/. Topics covered: mental health.,https://www.rainn.org/,helplines_crisis,United States,(800) 656-4673
findahelpline.com,crisis,Helpline: National Human Trafficking Hotline,helpline,National Human Trafficking Hotline is a mental health helpline in United States. Phone: (888) 373-7888. Website: https://humantraffickinghotline.org/. Topics covered: mental health.,https://humantraffickinghotline.org/,helplines_crisis,United States,(888) 373-7888
findahelpline.com,crisis,Helpline: Trans Lifeline,helpline,Trans Lifeline is a mental health helpline in United States. Phone: (877) 565-8860. Website: https://www.translifeline.org/hotline. Topics covered: mental health.,https://www.translifeline.org/hotline,helplines_crisis,United States,(877) 565-8860
findahelpline.com,crisis,Helpline: National Abortion Hotline,helpline,National Abortion Hotline is a mental health helpline in United States. Phone: (800) 772-9100. Website: https://prochoice.org/patients/naf-hotline/. Topics covered: mental health.,https://prochoice.org/patients/naf-hotline/,helplines_crisis,United States,(800) 772-9100
findahelpline.com,crisis,Helpline: Veterans Crisis Line,helpline,Veterans Crisis Line is a mental health helpline in United States. Website: https://www.veteranscrisisline.net/. Topics covered: mental health.,https://www.veteranscrisisline.net/,helplines_crisis,United States,
findahelpline.com,crisis,Helpline: National Maternal Mental Health Hotline,helpline,National Maternal Mental Health Hotline is a mental health helpline in United States. Phone: 1-833-852-6262. Website: https://mchb.hrsa.gov/national-maternal-mental-health-hotline. Topics covered: mental health.,https://mchb.hrsa.gov/national-maternal-mental-health-hotline,helplines_crisis,United States,1-833-852-6262
findahelpline.com,crisis,Helpline: National Problem Gambling Helpline,helpline,National Problem Gambling Helpline is a mental health helpline in United States. Phone: 1-800-522-4700. Website: https://www.ncpgambling.org/help-treatment/. Topics covered: mental health.,https://www.ncpgambling.org/help-treatment/,helplines_crisis,United States,1-800-522-4700
findahelpline.com,crisis,Helpline: StrongHearts Native Helpline,helpline,StrongHearts Native Helpline is a mental health helpline in United States. Phone: (844) 762 8483. Website: https://strongheartshelpline.org/. Topics covered: mental health.,https://strongheartshelpline.org/,helplines_crisis,United States,(844) 762 8483
findahelpline.com,crisis,Helpline: National Center for Missing & Exploited Children 24-Hour Hotline,helpline,National Center for Missing & Exploited Children 24-Hour Hotline is a mental health helpline in United States. Phone: (800) 843-5678. Website: https://www.missingkids.org. Topics covered: mental health.,https://www.missingkids.org,helplines_crisis,United States,(800) 843-5678
findahelpline.com,crisis,Helpline: National Parent and Youth Helpline,helpline,National Parent and Youth Helpline is a mental health helpline in United States. Phone: (855) 427-2736. Website: http://www.nationalparentyouthhelpline.org/. Topics covered: mental health.,http://www.nationalparentyouthhelpline.org/,helplines_crisis,United States,(855) 427-2736
findahelpline.com,crisis,Helpline: National Grad Crisis Line,helpline,National Grad Crisis Line is a mental health helpline in United States. Phone: (877) 472-3457. Website: https://gradresources.org/. Topics covered: mental health.,https://gradresources.org/,helplines_crisis,United States,(877) 472-3457
findahelpline.com,crisis,Helpline: Call BlackLine,helpline,Call BlackLine is a mental health helpline in United States. Phone: (800) 604-5841. Website: https://www.callblackline.com/. Topics covered: mental health.,https://www.callblackline.com/,helplines_crisis,United States,(800) 604-5841
findahelpline.com,crisis,Helpline: Disaster Distress Helpline,helpline,Disaster Distress Helpline is a mental health helpline in United States. Phone: 800-985-5990. Website: https://www.samhsa.gov/find-help/disaster-distress-helpline. Topics covered: mental health.,https://www.samhsa.gov/find-help/disaster-distress-helpline,helplines_crisis,United States,800-985-5990
findahelpline.com,crisis,Helpline: B-LINE,helpline,B-LINE is a mental health helpline in United States. Phone: 8552546399. Website: https://backline.care/b-line/. Topics covered: mental health.,https://backline.care/b-line/,helplines_crisis,United States,8552546399
findahelpline.com,crisis,Helpline: YouthLine,helpline,YouthLine is a mental health helpline in United States. Phone: (877) 968-8491. Website: https://www.theyouthline.org/. Topics covered: mental health.,https://www.theyouthline.org/,helplines_crisis,United States,(877) 968-8491
findahelpline.com,crisis,Helpline: VictimConnect Resource Center (VCRC) Hotline,helpline,VictimConnect Resource Center (VCRC) Hotline is a mental health helpline in United States. Phone: 1-855-484-2846. Website: https://victimconnect.org/get-help/. Topics covered: mental health.,https://victimconnect.org/get-help/,helplines_crisis,United States,1-855-484-2846
findahelpline.com,crisis,Helpline: Safe Place® TXT 4 HELP,helpline,Safe Place® TXT 4 HELP is a mental health helpline in United States. Website: https://www.nationalsafeplace.org/txt-4-help. Topics covered: mental health.,https://www.nationalsafeplace.org/txt-4-help,helplines_crisis,United States,
findahelpline.com,crisis,Helpline: Postpartum Support International Helpline,helpline,Postpartum Support International Helpline is a mental health helpline in United States. Phone: (800) 944-4773. Website: https://www.postpartum.net/. Topics covered: mental health.,https://www.postpartum.net/,helplines_crisis,United States,(800) 944-4773
findahelpline.com,crisis,Helpline: Alzheimer's Association Helpline,helpline,Alzheimer's Association Helpline is a mental health helpline in United States. Phone: (800) 272-3900. Website: https://www.alz.org/help-support/resources/helpline. Topics covered: mental health.,https://www.alz.org/help-support/resources/helpline,helplines_crisis,United States,(800) 272-3900
findahelpline.com,crisis,Helpline: Childhelp National Child Abuse Hotline,helpline,Childhelp National Child Abuse Hotline is a mental health helpline in United States. Phone: 800 422 4453. Website: https://childhelphotline.org/. Topics covered: mental health.,https://childhelphotline.org/,helplines_crisis,United States,800 422 4453
findahelpline.com,crisis,Helpline: Consumer Sentinel Network,helpline,Consumer Sentinel Network is a mental health helpline in United States. Phone: 877-382-4357. Website: https://reportfraud.ftc.gov/. Topics covered: mental health.,https://reportfraud.ftc.gov/,helplines_crisis,United States,877-382-4357
findahelpline.com,crisis,Helpline: Internet Crime Complaint Center (IC3),helpline,Internet Crime Complaint Center (IC3) is a mental health helpline in United States. Website: https://www.ic3.gov/. Topics covered: mental health.,https://www.ic3.gov/,helplines_crisis,United States,
findahelpline.com,crisis,Helpline: The Deaf Hotline,helpline,The Deaf Hotline is a mental health helpline in United States. Phone: 855-812-1001. Website: https://thedeafhotline.org/. Topics covered: mental health.,https://thedeafhotline.org/,helplines_crisis,United States,855-812-1001
findahelpline.com,crisis,Helpline: Centerstone's Military Services,helpline,Centerstone's Military Services is a mental health helpline in United States. Phone: (866) 781-8010. Website: https://centerstone.org/military-services/. Topics covered: mental health.,https://centerstone.org/military-services/,helplines_crisis,United States,(866) 781-8010
findahelpline.com,crisis,Helpline: PTSD Veteran Crisis Line,helpline,PTSD Veteran Crisis Line is a mental health helpline in United States. Phone: (877) 717-7873. Website: https://ptsdusa.org/. Topics covered: mental health.,https://ptsdusa.org/,helplines_crisis,United States,(877) 717-7873
findahelpline.com,crisis,Helpline: Scarleteen,helpline,Scarleteen is a mental health helpline in United States. Phone: (206) 866-2279. Website: https://www.scarleteen.com/ask. Topics covered: mental health.,https://www.scarleteen.com/ask,helplines_crisis,United States,(206) 866-2279
findahelpline.com,crisis,Helpline: Boys Town National Hotline,helpline,Boys Town National Hotline is a mental health helpline in United States. Phone: (800) 448-3000. Website: https://www.yourlifeyourvoice.org. Topics covered: mental health.,https://www.yourlifeyourvoice.org,helplines_crisis,United States,(800) 448-3000
findahelpline.com,crisis,Helpline: Physician Support Line,helpline,Physician Support Line is a mental health helpline in United States. Phone: (888) 409-0141. Website: https://www.physiciansupportline.com/. Topics covered: mental health.,https://www.physiciansupportline.com/,helplines_crisis,United States,(888) 409-0141
findahelpline.com,crisis,Helpline: Su Familia,helpline,Su Familia is a mental health helpline in United States. Phone: 1-866-783-2645. Website: https://www.healthyamericas.org/help-line. Topics covered: mental health.,https://www.healthyamericas.org/help-line,helplines_crisis,United States,1-866-783-2645
findahelpline.com,crisis,Helpline: Childhelp's Courage First Athlete Helpline,helpline,Childhelp's Courage First Athlete Helpline is a mental health helpline in United States. Phone: 888-279-1026. Website: https://www.athletehelpline.org/. Topics covered: mental health.,https://www.athletehelpline.org/,helplines_crisis,United States,888-279-1026
findahelpline.com,crisis,"Helpline: Teen Line, a Program of Didi Hirsch",helpline,"Teen Line, a Program of Didi Hirsch is a mental health helpline in United States. Phone: (800) 852-8336. Website: https://teenlineonline.org/. Topics covered: mental health.",https://teenlineonline.org/,helplines_crisis,United States,(800) 852-8336
findahelpline.com,crisis,Helpline: LGBT National Hotline,helpline,LGBT National Hotline is a mental health helpline in United States. Phone: 888 843 4564. Website: https://www.lgbthotline.org/. Topics covered: mental health.,https://www.lgbthotline.org/,helplines_crisis,United States,888 843 4564
findahelpline.com,crisis,Helpline: Hey Sam,helpline,Hey Sam is a mental health helpline in United States. Phone: 439-726. Website: https://samaritanshope.org/hey-sam/. Topics covered: mental health.,https://samaritanshope.org/hey-sam/,helplines_crisis,United States,439-726
findahelpline.com,crisis,Helpline: LGBT National Youth Talkline,helpline,LGBT National Youth Talkline is a mental health helpline in United States. Phone: 800 246 7743. Website: https://www.lgbthotline.org/youth-talkline. Topics covered: mental health.,https://www.lgbthotline.org/youth-talkline,helplines_crisis,United States,800 246 7743
findahelpline.com,crisis,Helpline: Exhale Pro-Voice,helpline,Exhale Pro-Voice is a mental health helpline in United States. Phone: 617-7492948. Website: https://exhaleprovoice.org/. Topics covered: mental health.,https://exhaleprovoice.org/,helplines_crisis,United States,617-7492948
findahelpline.com,crisis,Helpline: Fireside Project - Psychedelic Support Line,helpline,Fireside Project - Psychedelic Support Line is a mental health helpline in United States. Phone: (623) 473-7433. Website: https://firesideproject.org/. Topics covered: mental health.,https://firesideproject.org/,helplines_crisis,United States,(623) 473-7433
findahelpline.com,crisis,Helpline: Stop It Now!,helpline,Stop It Now! is a mental health helpline in United States. Phone: (888) 773-8368. Website: https://www.stopitnow.org/. Topics covered: mental health.,https://www.stopitnow.org/,helplines_crisis,United States,(888) 773-8368
findahelpline.com,crisis,"Helpline: Love, A Stranger - Eating Disorder Helpline",helpline,"Love, A Stranger - Eating Disorder Helpline is a mental health helpline in United States. Phone: 6013485683. Website: https://www.loveastranger.org/. Topics covered: mental health.",https://www.loveastranger.org/,helplines_crisis,United States,6013485683
findahelpline.com,crisis,Helpline: National Caregiver Help Desk,helpline,National Caregiver Help Desk is a mental health helpline in United States. Phone: (855) 227-3640. Website: https://caregiveraction.org/helpdesk. Topics covered: mental health.,https://caregiveraction.org/helpdesk,helplines_crisis,United States,(855) 227-3640
findahelpline.com,crisis,Helpline: LGBT National Coming Out Support Hotline,helpline,LGBT National Coming Out Support Hotline is a mental health helpline in United States. Phone: 888 688 5428. Website: https://lgbthotline.org/coming-out-hotline/. Topics covered: mental health.,https://lgbthotline.org/coming-out-hotline/,helplines_crisis,United States,888 688 5428
findahelpline.com,crisis,Helpline: National Alliance for Eating Disorders,helpline,National Alliance for Eating Disorders is a mental health helpline in United States. Phone: 866-662-1235. Website: https://www.allianceforeatingdisorders.com/. Topics covered: mental health.,https://www.allianceforeatingdisorders.com/,helplines_crisis,United States,866-662-1235
findahelpline.com,crisis,Helpline: Project Sleep's Sleep Helpline,helpline,Project Sleep's Sleep Helpline is a mental health helpline in United States. Phone: 1-800-819-2043. Website: https://project-sleep.com/helpline/. Topics covered: mental health.,https://project-sleep.com/helpline/,helplines_crisis,United States,1-800-819-2043
findahelpline.com,crisis,Helpline: Work Helpline (Text),helpline,Work Helpline (Text) is a mental health helpline in United States. Phone: 510-674-1414. Website: https://www.empowerwork.org/. Topics covered: mental health.,https://www.empowerwork.org/,helplines_crisis,United States,510-674-1414
findahelpline.com,crisis,Helpline: All-Options Talkline,helpline,All-Options Talkline is a mental health helpline in United States. Phone: (888) 493-0092. Website: https://www.all-options.org/. Topics covered: mental health.,https://www.all-options.org/,helplines_crisis,United States,(888) 493-0092
findahelpline.com,crisis,Helpline: WhatsOK,helpline,WhatsOK is a mental health helpline in United States. Phone: 844.942.8765. Website: https://www.whatsok.org/ask. Topics covered: mental health.,https://www.whatsok.org/ask,helplines_crisis,United States,844.942.8765
findahelpline.com,crisis,Helpline: All-Options Hoosier Abortion Fund,helpline,All-Options Hoosier Abortion Fund is a mental health helpline in United States. Phone: 812-727-4423. Website: https://alloptionsprc.org/hoosier-abortion-fund/. Topics covered: mental health.,https://alloptionsprc.org/hoosier-abortion-fund/,helplines_crisis,United States,812-727-4423
findahelpline.com,crisis,Helpline: STOMP Out Bullying,helpline,STOMP Out Bullying is a mental health helpline in United States. Website: https://www.stompoutbullying.org/. Topics covered: mental health.,https://www.stompoutbullying.org/,helplines_crisis,United States,
findahelpline.com,crisis,Helpline: Desi LGBTQ Helpline,helpline,Desi LGBTQ Helpline is a mental health helpline in United States. Phone: 908-367-3374. Website: https://www.deqh.org/. Topics covered: mental health.,https://www.deqh.org/,helplines_crisis,United States,908-367-3374
findahelpline.com,crisis,Helpline: LGBT National Senior Helpline,helpline,LGBT National Senior Helpline is a mental health helpline in United States. Phone: 888 234 7243. Website: https://www.lgbthotline.org/senior-hotline. Topics covered: mental health.,https://www.lgbthotline.org/senior-hotline,helplines_crisis,United States,888 234 7243
findahelpline.com,crisis,Helpline: Friends for Survival - Suicide Loss Helpline,helpline,Friends for Survival - Suicide Loss Helpline is a mental health helpline in United States. Phone: (800) 646-7322. Website: https://friendsforsurvival.org/. Topics covered: mental health.,https://friendsforsurvival.org/,helplines_crisis,United States,(800) 646-7322
findahelpline.com,crisis,Helpline: Partnership to End Addiction,helpline,Partnership to End Addiction is a mental health helpline in United States. Phone: 855-378-4373. Website: https://drugfree.org/article/helpline-get-one-on-one-help/. Topics covered: mental health.,https://drugfree.org/article/helpline-get-one-on-one-help/,helplines_crisis,United States,855-378-4373
findahelpline.com,crisis,Helpline: Amala Youth Hopeline,helpline,Amala Youth Hopeline is a mental health helpline in United States. Phone: 855-952-6252. Website: https://mas-ssf.org/amala/. Topics covered: mental health.,https://mas-ssf.org/amala/,helplines_crisis,United States,855-952-6252
findahelpline.com,crisis,Helpline: National Drug Helpline,helpline,National Drug Helpline is a mental health helpline in United States. Phone: 844-289-0879. Website: https://drughelpline.org/. Topics covered: mental health.,https://drughelpline.org/,helplines_crisis,United States,844-289-0879
findahelpline.com,crisis,Helpline: CCRI Crisis Helpline,helpline,CCRI Crisis Helpline is a mental health helpline in United States. Phone: 844 878 2274. Website: https://cybercivilrights.org/ccri-crisis-helpline/. Topics covered: mental health.,https://cybercivilrights.org/ccri-crisis-helpline/,helplines_crisis,United States,844 878 2274
findahelpline.com,crisis,Helpline: A Call for Change Helpline,helpline,A Call for Change Helpline is a mental health helpline in United States. Phone: 877-898-3411. Website: https://acallforchangehelpline.org/. Topics covered: mental health.,https://acallforchangehelpline.org/,helplines_crisis,United States,877-898-3411
findahelpline.com,crisis,Helpline: Samaritans Helpline,helpline,Samaritans Helpline is a mental health helpline in United Kingdom. Phone: 116 123. Website: https://www.samaritans.org/how-we-can-help/contact-samaritan/. Topics covered: mental health.,https://www.samaritans.org/how-we-can-help/contact-samaritan/,helplines_crisis,United Kingdom,116 123
findahelpline.com,crisis,Helpline: Childline,helpline,Childline is a mental health helpline in United Kingdom. Phone: 0800 1111. Website: https://www.childline.org.uk. Topics covered: mental health.,https://www.childline.org.uk,helplines_crisis,United Kingdom,0800 1111
findahelpline.com,crisis,Helpline: HOPELINE247,helpline,HOPELINE247 is a mental health helpline in United Kingdom. Phone: 0300 102 2470. Website: https://papyrus-uk.org. Topics covered: mental health.,https://papyrus-uk.org,helplines_crisis,United Kingdom,0300 102 2470
findahelpline.com,crisis,Helpline: National Suicide Prevention Helpline,helpline,National Suicide Prevention Helpline is a mental health helpline in United Kingdom. Phone: 0800 587 0800. Website: https://spuk.org.uk/national-suicide-prevention-helpline/. Topics covered: mental health.,https://spuk.org.uk/national-suicide-prevention-helpline/,helplines_crisis,United Kingdom,0800 587 0800
findahelpline.com,crisis,Helpline: SOS Silence of Suicide,helpline,SOS Silence of Suicide is a mental health helpline in United Kingdom. Phone: 08081151505. Website: https://silenceofsuicidesos.org.uk/. Topics covered: mental health.,https://silenceofsuicidesos.org.uk/,helplines_crisis,United Kingdom,08081151505
findahelpline.com,crisis,Helpline: The Haven Wolverhampton,helpline,The Haven Wolverhampton is a mental health helpline in United Kingdom. Phone: 08000 194 400. Website: https://www.havenrefuge.org.uk/. Topics covered: mental health.,https://www.havenrefuge.org.uk/,helplines_crisis,United Kingdom,08000 194 400
