source,condition_tag,section,resource_type,content,url,collection
NIMH,depression,How can I take care of myself?,condition_info,"Most people with depression benefit from mental health treatment. Once you begin treatment, you should gradually start to feel better. Go easy on yourself during this time. Try to do things you used to enjoy. Even if you don’t feel like doing them, they can improve your mood. Try to get physical activity. Just 30 minutes a day of walking can boost your mood. Try to maintain a regular bedtime and wake-up time. Do what you can as you can. Decide what must get done and what can wait. Connect with people. Talk to people you trust about how you are feeling. Delay making important life decisions until you feel better. Discuss decisions with people who know you well. Avoid using alcohol, nicotine, or drugs, including medications not prescribed for you.",https://www.nimh.nih.gov/health/publications/depression,clinical_guidelines
NIMH,depression,How can I find help for depression?,condition_info,You can learn about ways to get help and find tips for talking with a health care provider on the NIMH website. The Substance Abuse and Mental Health Services Administration (SAMHSA) also has an online tool to help you find mental health services in your area.,https://www.nimh.nih.gov/health/publications/depression,clinical_guidelines
NIMH,depression,How can I help a loved one who is depressed?,condition_info,"If someone you know is depressed, help them see a health care provider or mental health professional. You also can: Invite them out for walks, outings, and other activities. Help them stick to their treatment plan, such as setting reminders to take prescribed medications. Make sure they have transportation or access to therapy appointments. Remind them that, with time and treatment, their depression can lift.",https://www.nimh.nih.gov/health/publications/depression,clinical_guidelines
NIMH,anxiety,Sorry - the page you’re looking for isn’t available.,condition_info,"It’s possible that the page is temporarily unavailable, has been removed or renamed, or no longer exists. Make sure the page address (URL) is typed correctly. Start at the homepage to find information you want. Please let us know about the broken link.",https://www.nimh.nih.gov/health/publications/anxiety-disorders,clinical_guidelines
NIMH,ptsd,"What is post-traumatic stress disorder, or PTSD?",condition_info,"It is natural to feel afraid during and after a traumatic situation. Fear is a part of the body’s “fight-or-flight” response, which helps us avoid or respond to potential danger. People may experience a range of reactions after trauma, and most will recover from their symptoms over time. Those who continue to experience symptoms may be diagnosed with post-traumatic stress disorder (PTSD).",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Who develops PTSD?,condition_info,"Anyone can develop PTSD at any age. This includes combat veterans and people who have experienced or witnessed a physical or sexual assault, abuse, an accident, a disaster, a terror attack, or other serious events. People who have PTSD may feel stressed or frightened, even when they are no longer in danger. Not everyone with PTSD has been through a dangerous event. Sometimes, learning that a relative or close friend experienced trauma can cause PTSD. About 6 of every 100 people will experience PTSD at some point in their lifetime, according to the National Center for PTSD, a U.S. Department of Veterans Affairs program. Women are more likely than men to develop PTSD. Certain aspects of the traumatic event and biological factors (such as genes) may make some people more likely to develop PTSD.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,What are the symptoms of PTSD?,condition_info,"Symptoms of PTSD usually begin within 3 months of the traumatic event, but they sometimes emerge later. To meet the criteria for PTSD, a person must have symptoms for longer than 1 month, and the symptoms must be severe enough to interfere with aspects of daily life, such as relationships or work. The symptoms also must be unrelated to medication, substance use, or other illness. The course of the disorder varies. Although some people recover within 6 months, others have symptoms that last for 1 year or longer. People with PTSD often have co-occurring conditions, such as depression, substance use, or one or more anxiety disorders. After a dangerous event, it is natural to have some symptoms. For example, some people may feel detached from the experience, as though they are observing things as an outsider rather than experiencing them. A mental health professional—such as a psychiatrist, psychologist, or clinical social worker—can determine whether symptoms meet the criteria for PTSD. To be diagnosed with PTSD, an adult must have all of the following for at least 1 month:",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Re-experiencing symptoms,condition_info,"Flashbacks—reliving the traumatic event, including physical symptoms, such as a racing heart or sweating Recurring memories or dreams related to the event Thoughts and feelings can trigger these symptoms, as can words, objects, or situations that are reminders of the event.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Avoidance symptoms,condition_info,"Staying away from places, events, or objects that are reminders of the experience Avoiding thoughts or feelings related to the traumatic event Avoidance symptoms may cause people to change their routines. For example, some people may avoid driving or riding in a car after a serious car accident.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Cognition and mood symptoms,condition_info,"Trouble remembering key features of the traumatic event Exaggerated feelings of blame directed toward oneself or others Ongoing negative emotions, such as fear, anger, guilt, or shame Difficulty feeling positive emotions, such as happiness or satisfaction Cognition and mood symptoms can begin or worsen after the traumatic event. They can lead people to feel detached from friends or family members.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,How do children and teens react to trauma?,condition_info,"Children and teens can have extreme reactions to traumatic events, but their symptoms may not be the same as those seen in adults. In children younger than age 6, symptoms can include: Wetting the bed after having learned to use the toilet Forgetting how to talk or being unable to talk Being unusually clingy with a parent or other adult Older children and teens usually show symptoms more like those seen in adults. They also may develop disruptive, disrespectful, or destructive behaviors. Older children and teens may feel guilt over not preventing injury or death, or have thoughts of revenge. Find more information on helping children and adolescents cope with traumatic events.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Why do some people develop PTSD and other people do not?,condition_info,"Not everyone who lives through a dangerous event develops PTSD—many factors play a part. Some of these factors are present before the trauma; others play a role during and after a traumatic event. Risk factors that may increase the likelihood of developing PTSD include: Exposure to previous traumatic experiences, particularly during childhood Getting hurt or seeing people hurt or killed Having little or no social support after the event Dealing with stressors after the event, such as the loss of a loved one, pain and injury, or loss of a job or home Having a personal history or family history of mental illness or substance use Resilience factors that may reduce the likelihood of developing PTSD include: Seeking out and receiving support from friends, family, or support groups Learning to feel okay with one’s actions in response to a traumatic event Having a coping strategy for getting through and learning from a traumatic event Being prepared and able to respond to upsetting events as they occur, despite feeling fear",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,How is PTSD treated?,condition_info,"It is important for people with PTSD symptoms to work with a mental health professional who has experience treating PTSD. The main treatments are psychotherapy, medications, or a combination of psychotherapy and medications. An experienced mental health professional can help people find the best treatment plan for their symptoms and needs. Some people with PTSD, such as those in abusive relationships, may be living through ongoing trauma. In these cases, treatment is usually most effective when it addresses both the traumatic situation and the symptoms of PTSD. People who experience traumatic events or who have PTSD may also experience panic disorder, depression, substance use, or suicidal thoughts. Treatment for these conditions can help with recovery after trauma. Research shows that support from family and friends also can be an essential part of recovery. Find tips to help prepare and guide you in talking to your health care provider about your mental health.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Psychotherapy,condition_info,"Psychotherapy, sometimes called talk therapy, includes a variety of treatment techniques that mental health professionals use to help people identify and change troubling emotions, thoughts, and behaviors. Psychotherapy can provide support, education, and guidance to people with PTSD and their families. Treatment can take place one on one or in a group setting and usually lasts 6 to 12 weeks but can last longer. Some types of psychotherapy target PTSD symptoms, while others focus on social, family, or job-related problems. Effective psychotherapies often emphasize a few key components, including learning skills to help identify triggers and manage symptoms. A common type of psychotherapy called cognitive behavioral therapy can include exposure therapy and cognitive restructuring. Exposure therapy helps people learn to manage their fear by gradually exposing them, in a safe way, to the trauma they experienced. As part of exposure therapy, people may think or write about the trauma or visit the place where it happened. This therapy can help people with PTSD reduce symptoms that cause them distress. Cognitive restructuring helps people make sense of the traumatic event. Sometimes people remember the event differently from how it happened, or they may feel guilt or shame about something that is not their fault. Cognitive restructuring can help people with PTSD think about what happened in a realistic way.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Medications,condition_info,"The U.S. Food and Drug Administration (FDA) has approved two selective serotonin reuptake inhibitors (SSRIs), a type of antidepressant medication, for the treatment of PTSD. SSRIs may help people manage PTSD symptoms, such as sadness, worry, anger, and feeling emotionally numb. Health care providers may prescribe SSRIs and other medications along with psychotherapy. Some medications may help treat specific PTSD symptoms, such as sleep problems and nightmares. People should work with their health care providers to find the best medication or combination of medications and the right dose. Read the latest medication warnings, patient medication guides, and information on newly approved medications on the FDA website .",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,What can I do to help myself?,condition_info,"You can get better with treatment. Here are some things you can do to help yourself: Talk with your health care provider about treatment options and follow your treatment plan. Engage in exercise, mindfulness, or other activities that help reduce stress. Try to maintain routines for meals, exercise, and sleep. Set realistic goals and focus on what you can manage. Spend time with trusted friends or relatives and tell them about things that may trigger symptoms. Expect your symptoms to improve gradually, not immediately.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,How can I help a loved one with PTSD?,condition_info,"If you know someone who may be experiencing PTSD, the most important thing you can do is to help that person get the right diagnosis and treatment. Some people may need help making an appointment with their health care provider; others may benefit from having someone accompany them to their health care visits. If a close friend or relative is diagnosed with PTSD, you can encourage them to follow their treatment plan. If their symptoms do not improve after 6 to 8 weeks, you can encourage them to talk about it with their health care provider. You also can: Learn about PTSD so you can understand what your friend is experiencing. Listen carefully. Pay attention to the person’s feelings and the situations that may trigger PTSD symptoms. Share positive distractions, such as walks, outings, and other activities.",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,ptsd,Where can I find more information on PTSD?,condition_info,"The National Center for PTSD, a program of the U.S. Department of Veterans Affairs, is the leading federal center for research and education on PTSD and traumatic stress. You can find information about PTSD, treatment options, getting help, and additional resources for families, friends, and providers on the center’s website .",https://www.nimh.nih.gov/health/publications/post-traumatic-stress-disorder-ptsd,clinical_guidelines
NIMH,bipolar,What is bipolar disorder?,condition_info,"Bipolar disorder is a mental illness that can be chronic (persistent or constantly recurring) or episodic (occurring occasionally and at irregular intervals). People sometimes refer to bipolar disorder with the older terms manic-depressive disorder or manic depression. Everyone experiences ups and downs, but with bipolar disorder, the range of mood changes can be extreme. People with the disorder have manic episodes or unusually elevated moods in which the person might feel excessively happy, irritable, or “up,” with a marked increase in activity level compared to their usual self. They might also have depressive episodes, in which they feel sad, indifferent, or hopeless, combined with a very low activity level and an inability to function. Some people have hypomanic episodes, which are like manic episodes but are less severe, and don’t interfere as much with daily life. Most of the time, bipolar disorder symptoms start during late adolescence or early adulthood. Occasionally, children may experience bipolar disorder symptoms. Although symptoms may come and go, bipolar disorder usually requires lifelong treatment and does not go away on its own. Bipolar disorder can be an important factor in suicide, job loss, ability to function, and family discord. However, proper treatment can lead to better functioning and improved quality of life.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,What are the symptoms of bipolar disorder?,condition_info,"Symptoms of bipolar disorder can vary. An individual with the disorder may have manic episodes, depressive episodes, or “mixed” episodes. A mixed episode has both manic and depressive symptoms. These mood episodes cause symptoms that last a week or two, or sometimes longer. During an episode, the symptoms last every day for most of the day. Feelings are intense and happen with changes in behavior, energy levels, or activity levels that are noticeable to others. In between episodes, mood usually returns to a healthy baseline. But in many cases, without adequate treatment, episodes occur more frequently as time goes on. Some people with bipolar disorder may have milder symptoms than others. For example, hypomanic episodes may make an individual feel very good and productive; they may not feel like anything is wrong. However, family and friends may notice mood swings and changes in activity levels as unusual behavior, and depressive episodes may follow hypomanic episodes.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Types of bipolar disorder,condition_info,"People are diagnosed with three basic types of bipolar disorder that involve clear changes in mood, energy, and activity levels. These moods range from manic episodes to depressive episodes. Bipolar I disorder is defined by manic episodes that last at least 7 days (most of the day, nearly every day) or when manic symptoms are so severe that hospital care is needed. Usually, separate depressive episodes occur as well, typically lasting at least 2 weeks. Episodes of mood disturbance with mixed features are also possible. The experience of four or more episodes of mania or depression within a year is termed “rapid cycling.” Bipolar II disorder is defined by a pattern of depressive and hypomanic episodes, but the hypomanic episodes are less severe than the manic episodes in bipolar I disorder. Many people with bipolar II disorder spend extended periods in a persistent, low-grade depressive state. Cyclothymic disorder (also called cyclothymia) is defined by recurrent hypomanic and depressive symptoms that are not intense enough or do not last long enough to qualify as hypomanic or depressive episodes. “Other specified and unspecified bipolar and related disorders” is a diagnosis that refers to bipolar disorder symptoms that do not match the three major types of bipolar disorder outlined above.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Genetics,condition_info,"Bipolar disorder often runs in families, and research suggests this is mostly explained by heredity—people with certain genes are more likely to develop bipolar disorder than others. Many genes are involved, and no one gene can cause the disorder. But genes are not the only factor. Studies of identical twins have shown that one twin can develop bipolar disorder while the other does not. Though people with a parent or sibling with bipolar disorder are more likely to develop it, not everyone with a family history of bipolar disorder will develop it. Research also suggests that people with a genetic risk of having bipolar disorder may be more likely to develop it after experiencing trauma or other stressful life events.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Brain structure and function,condition_info,"Research shows that the brain structure and function of people with bipolar disorder may differ from those of people who do not have bipolar disorder or other mental disorders. Learning about the nature of these brain changes helps researchers better understand bipolar disorder and, in the future, may help predict which types of treatment will work best for a person with bipolar disorder.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,How is bipolar disorder diagnosed?,condition_info,"To diagnose bipolar disorder, a health care provider may complete a physical exam, order medical testing to rule out other illnesses, and refer the person for an evaluation by a mental health professional. Bipolar disorder is diagnosed based on the severity, length, and frequency of an individual’s symptoms and experiences over their lifetime, and their family history. Some people have bipolar disorder for years before it is diagnosed for several reasons. People with bipolar II disorder may seek help only for depressive episodes, and hypomanic episodes may go unnoticed. Misdiagnosis may happen because some bipolar disorder symptoms are like those of other illnesses. For example, people with bipolar disorder who also have psychotic symptoms can be misdiagnosed with schizophrenia. To avoid such misdiagnosis, it is important to consider the course of the disorder over the past days and weeks, rather than focusing solely on the current symptoms. Some health conditions, such as thyroid disease, can cause symptoms like those of bipolar disorder. The effects of some prescribed, recreational, or illicit drugs can sometimes mimic or worsen mood symptoms. If subtle signs of bipolar disorder are missed and an initial depressive episode is treated with antidepressant medication alone (without a mood stabilizer), a manic episode or rapid cycling may be triggered.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Conditions that can co-occur with bipolar disorder,condition_info,"Many people with bipolar disorder also have other mental disorders or conditions, such as anxiety disorders, attention-deficit/hyperactivity disorder (ADHD), misuse of drugs or alcohol, or eating disorders. Sometimes people who have severe manic or depressive episodes also have symptoms of psychosis, such as hallucinations or delusions. The psychotic symptoms tend to match the person’s extreme mood. For example, someone having psychotic symptoms during a depressive episode may falsely believe they are financially ruined, while someone having psychotic symptoms during a manic episode may falsely believe they are famous or have special powers. Looking at symptoms over the course of the illness and the person’s family history can help determine whether a person has bipolar disorder along with another disorder.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Medications,condition_info,"Certain medications can help control the symptoms of bipolar disorder. Some people may need to try several different medications before finding the ones that work best. Different medications may be used to treat an acute mood episode compared to those used to help manage symptoms over the long term. The most common types of medications that doctors prescribe include mood stabilizers and atypical antipsychotics. Mood stabilizers such as lithium or valproate can help prevent mood episodes or reduce their severity. Lithium also can decrease the risk of suicide. Bipolar depression is often treated with a mood stabilizer or an atypical antipsychotic. For some people experiencing a depressive episode, antidepressants may be added to these medications. However, antidepressants are not used alone because they can trigger a manic episode or rapid cycling in a person with bipolar disorder. Medications that target sleep or anxiety are sometimes added to mood stabilizers as part of a treatment plan. Talk with your health care provider to understand the risks and benefits of each medication. Report any concerns about side effects to your health care provider right away. Avoid stopping medication without talking to your health care provider first. Learn more about mental health medications. Read the most up-to-date information on medications, side effects, and warnings on the U.S. Food and Drug Administration (FDA) website .",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Psychotherapy,condition_info,"Psychotherapy (sometimes called talk therapy) is a term for various treatment techniques that aim to help a person identify and change troubling emotions, thoughts, and behaviors. Psychotherapy can offer support, education, skills, and strategies to people with bipolar disorder and their families. Some types of psychotherapy can be effective treatments for bipolar disorder when used with medications, including interpersonal and social rhythm therapy, which aims to understand and work with an individual’s biological and social rhythms. Interpersonal relationships are at the heart of family-focused therapy, which has been shown to help adolescents and adults when introduced with mood-stabilizing medication following an episode of bipolar depression or mania. Cognitive behavioral therapy (CBT) is an important treatment for depression, and CBT adapted for the treatment of insomnia can be especially helpful as a component of the treatment of bipolar depression. Learn more about psychotherapy.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Other treatments,condition_info,"Some people may find other treatments helpful in managing their bipolar disorder symptoms. Electroconvulsive therapy (ECT) is a brain stimulation procedure that can help relieve severe symptoms of bipolar disorder. ECT is usually only considered if an individual’s illness has not improved after other treatments such as medication or psychotherapy, or in cases that require rapid response, such as with suicide risk or catatonia (a state of unresponsiveness). Transcranial magnetic stimulation (TMS) is a type of brain stimulation that uses magnetic waves, rather than the electrical stimulus of ECT, to relieve depression over a series of treatment sessions. Although not as powerful as ECT, TMS does not require general anesthesia and presents little risk of memory or adverse cognitive effects. Light therapy is the best evidence-based treatment for seasonal affective disorder (SAD), and many people with bipolar disorder experience seasonal worsening of depression in the winter, in some cases to the point of SAD. Light therapy could also be considered for lesser forms of seasonal worsening of bipolar depression.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,Complementary health approaches,condition_info,"The FDA has not approved any complementary health approaches for treating bipolar disorder. However, some individuals with bipolar disorder may explore options like dietary supplements, herbs, yoga, massage, acupuncture, tai chi, exercise, and relaxation techniques to support overall wellness and manage stress. Unlike specific psychotherapy and medication treatments that are scientifically proven to improve bipolar disorder symptoms, complementary health approaches have not been comprehensively studied. Some complementary health approaches may be used safely alongside standard treatments for bipolar disorder. It is important to talk to a health care provider to determine a treatment plan. For more information, visit the National Center for Complementary and Integrative Health website .",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,How can I find help?,condition_info,"If you have concerns about your mental health, talk to a primary care provider. They can refer you to a qualified mental health professional, such as a psychologist, psychiatrist, or clinical social worker, who can help you figure out the next steps. Find tips for talking with a health care provider about your mental health. You can learn more about getting help on the NIMH website. You can also learn about finding support and locating mental health services in your area on the Substance Abuse and Mental Health Services Administration (SAMHSA) website.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
NIMH,bipolar,How can I help myself?,condition_info,"Get treatment and stick with it. Treatment is the best way to start feeling better. Structure activities. Keep a routine for eating, sleeping, and exercising. Try exercise like jogging, swimming, or bicycling, which can help with depression and anxiety, promote better sleep, and support heart and brain health. Keep a life chart or mood journal to help recognize your mood swings. Ask for help when trying to stick with your treatment. Be patient. Improvement takes time. Social support helps. Remember, bipolar disorder is a lifelong illness, but long-term, ongoing treatment can help manage symptoms and enable you to live a healthy life.",https://www.nimh.nih.gov/health/publications/bipolar-disorder,clinical_guidelines
