source,condition_tag,section,resource_type,content,url,collection
Wikipedia,general,Mental health workforce,condition_info,"Top left: The Union Health Minister Sushma Swaraj inaugurates the Conference of the National Federation for Mentally ill in 2004. Top right: Prime Minister Modi being welcomed on his arrival at the 19th convocation ceremony of NIMHANS in 2015. Per 100,000 population, India has 0.3 psychiatrists, 0.12 nurses, 0.07 psychologists and 0.07 social workers.[42] As of 2019, there are ""0.3 psychiatrists per 100000 people in India compared to 2.2 in China and 10.5 in the United States"" and ""0.8 mental health nurses per 100000 people in India compared to 5.4 in China and 4.3 in US"".[3] In 2007, the Indian Psychiatric Society had 3000 registered psychiatrists on its rolls.[43] In 2020, the society had over 7200 specialists enlisted.[44] Mental health professionals such as psychiatrists acquire their qualification following completing an MD in Psychiatry, a Diploma in Psychiatric Medicine (DPM) or Diplomate of National Board (DNB) in Psychiatry; following an MBBS from a Medical Council of India center. MCI recognition is a statutory requirement.[45] Combining these three methods of obtaining the required qualification, as of 2008, 250 psychiatrists are generated each year.[45]",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Wikipedia,general,Mental hospitals in India,condition_info,"47 mental hospitals in the country account for a large proportion (18,307) of the total mental health beds available in the country.[14] Mental hospitals in India include:[46] Lokopriya Gopinath Bordoloi Regional Institute of Mental Health (LGBRIMH) Tezpur, 1876 Ranchi Institute of Neuropsychiatry and Allied Sciences (RINPAS) Ranchi, 1925 Institute of Human Behaviour and Allied Sciences (IHBAS) Delhi, 1966 National Institute of Mental Health and Neurosciences (NIMHANS) Bangalore, 1925[47]",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Wikipedia,general,Mental Health Campaign In India,condition_info,"The Ministry of Health and Family Welfare conducts mental health campaign every year for a few days.[48] The Live Love Laugh Foundation started DobaraPoocho Campaign. Psychologs magazine started India's largest mental health campaign, ""Utsaah"" where more than one lakh people participate yearly.[49]",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Wikipedia,general,Prevalence,condition_info,"The National Mental Health Survey of India in 2016 found that ""1 in 20 people in India suffer from depression"", ""productive age groups are affected most"", ""economic burden of mental disorders is huge"" and that the treatment gap varies between 70% and 92%.[3] Two different meta-analysis in 1998 and 2000 reported a psychiatric morbidity of 58.2 and 73 per 1000 general population respectively.[50] The burden of mental health problems in India is estimated to be 2,443 DALYs (disability-adjusted life years) per 100,000 population.[42] According to a study published in Lancet in 2019, ""One in seven Indians were affected by mental disorders of varying severity in 2017 [...] Substantial variations exist between states in the burden from different mental disorders and in their trends over time.""[51] India reported that a total of 296,438 Indian farmers committing suicide between 1995 and 2015.[52] The Indian Armed Forces lose 100 soldiers every year due to suicides and fratricides.[53][54] In 2020 more business people committed suicide than farmers.[55]",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Wikipedia,general,Awareness and portrayal,condition_info,"In the run up to the 2019 Indian general election, the Indian Psychiatry Society asked politicians not to use the word 'mental' or similar terms such as ""mental instability"", ""mad"" or ""send them to a mental hospital"" when talking about their opponents, and informed the Election Commission of India of the same.[61] Mental illness is portrayed in most of Indian cinema with excessive dramatization, minimal sensitivity or scientific credibility, to the extent that psychiatric treatments become tools of punishment and causes of insanity— Funtoosh, Pagla Kahin Ka, Sholay, Khal Nayak, Baazigar, Kaun?,[62] Anjaana Anjaani and No Entry.[63] On the other hand, films such as Tamasha and Taare Zameen Par stand out in this context.[64][65][66] The portrayal of depression is also lacking of scientific temper.[67] Developing scientific temper among the citizens is a fundamental duty prescribed in Article 51A(h) of the Indian Constitution.[66] During a study conducted in 2022 in India, it was observed that around 32% of the patients initially sought assistance from general medical practitioners, followed by consultations with psychiatrists and faith healers. The study also revealed an average delay of 24 months before patients accessed psychiatric services.[68]",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Wikipedia,general,Further reading,condition_info,"Patel, Vikram (2003). Where There is No Psychiatrist: A Mental Health Care Manual. RCPsych Publications. ISBN 9781901242751. Jain, Sanjeev; Sarin, Alok, eds. (2018). The Psychological Impact of the Partition of India. SAGE Publishing India. ISBN 9789352806515. Patel, Vikram; Thara, R, eds. (2003). Meeting the Mental Health Needs of Developing Countries: NGO Innovations in India. SAGE Publications India. ISBN 9788132103721. Srivastava, Kalpana; Chatterjee, Kaushik; Bhat, Pookala Shivaram (July–December 2016). ""Mental health awareness: The Indian scenario"". Industrial Psychiatry Journal. 25 (2): 131–134. doi:10.4103/ipj.ipj_45_17. PMC 5479084. PMID 28659690. Ganguli, H.C. (2000). ""Epidemiological Findings on Prevalence of Mental Disorders in India"". Indian Journal of Psychiatry. 41 (1): 14–20. PMC 2956997. PMID 21407903. Desai, Miraj U.; Divan, Gauri; Wertz, Frederick J.; Patel, Vikram (2012). ""The discovery of autism: Indian parents' experiences of caring for their child with an autism spectrum disorder"". Transcultural Psychiatry. 49 (3–4): 613–637. doi:10.1177/1363461512447139. ISSN 1363-4615. PMC 3472559. PMID 22722980. ""New Pathways New Hope. National Mental Health Policy of India"" (PDF). National Health Mission. Ministry of Health and Family Welfare. Government of India. October 2014. Retrieved 7 December 2012. Minutes of National Level Review Meeting on Mental Health at India International Centre. (PDF), New Delhi: National Human Rights Commission, 7 August 2019 Mental Health Act 2017. (PDF), New Delhi: Ministry of Law and Justice, 7 April 2017 Mental Health Atlas 2017. World Health Organization. 2018. ISBN 9789241514019. Mental Health Action Plan 2013-2020 (PDF), World Health Organization, 2013, ISBN 9789241506021 Ministry of Health Ayushman Bharat Yojana NACO National Health Mission National Centre for Disease Control Integrated Disease Surveillance Programme Indian Council of Medical Research National Institute of Cholera and Enteric Diseases National Institute of Epidemiology National Institute of Virology Viral Research and Diagnostic Laboratories Council of Scientific and Industrial Research Central Drug Research Institute Centre for Cellular and Molecular Biology Indian Institute of Chemical Biology Indian Institute of Chemical Technology Indian Institute of Integrative Medicine Institute of Microbial Technology Institute of Genomics and Integrative Biology National Chemical Laboratory National Accreditation Board for Testing and Calibration Laboratories Cholera pandemics First Second Third Fourth Fifth Sixth Vidyasagar Institute of Mental Health and Neuro and Allied Sciences Journal of Indian Association for Child and Adolescent Mental Health Pages using multiple image with auto scaled images",https://en.wikipedia.org/wiki/Mental_health_in_India,india_resources
Snehi India,general,Get this domain,helpline_info,"Own it today for $1,500, or select Lease to Own or make an offer. No matter what kind of domain you want to buy or lease, we make the transfer simple and safe.",https://www.snehi.org,india_resources
MHA India,general,What We Do,condition_info,"Awareness System We aim to develope the system that help people constant and maintain awareness of each others activities, context or status related to mental health and hygiene even if the participants are not co-located. We aim to develope the system that help people constant and maintain awareness of each others activities, context or status related to mental health and hygiene even if the participants are not co-located. Technology System Develope a system,where technolgy will help to maintain progress,or develope statistics in the field mental health. promote latest technology in the field of disability rehabilitation or mental health. Develope a system,where technolgy will help to maintain progress,or develope statistics in the field mental health. promote latest technology in the field of disability rehabilitation or mental health. Health System Our mission is to create a society in which everyone have equal opportunities to take quality mental healthcare and make them aware about their right to take quality health care. Our mission is to create a society in which everyone have equal opportunities to take quality mental healthcare and make them aware about their right to take quality health care. Education System We work with schools and colleges to integrate psychology to help them to develope more effective educational and learning programs. Our primary focus is on psychoeducation and sex-education to develope more healthy environment. We work with schools and colleges to integrate psychology to help them to develope more effective educational and learning programs. Our primary focus is on psychoeducation and sex-education to develope more healthy environment. Awareness System We aim to develope the system that help people constant and maintain awareness of each others activities, context or status related to mental health and hygiene even if the participants are not co-located. We aim to develope the system that help people constant and maintain awareness of each others activities, context or status related to mental health and hygiene even if the participants are not co-located. Technology System Develope a system,where technolgy will help to maintain progress,or develope statistics in the field mental health. promote latest technology in the field of disability rehabilitation or mental health. Develope a system,where technolgy will help to maintain progress,or develope statistics in the field mental health. promote latest technology in the field of disability rehabilitation or mental health. Health System Our mission is to create a society in which everyone have equal opportunities to take quality mental healthcare and make them aware about their right to take quality health care. Our mission is to create a society in which everyone have equal opportunities to take quality mental healthcare and make them aware about their right to take quality health care. Education System We work with schools and colleges to integrate psychology to help them to develope more effective educational and learning programs. Our primary focus is on psychoeducation and sex-education to develope more healthy environment. We work with schools and colleges to integrate psychology to help them to develope more effective educational and learning programs. Our primary focus is on psychoeducation and sex-education to develope more healthy environment.",https://www.mentalhealthindia.net,india_resources
MHA India,general,Our Awareness CAMPAIGN,condition_info,"4 June Announcing the launch of our new website 5.30 PM Live on all the social media of MHI from Malviya Road Dehradun,UK, India. ....",https://www.mentalhealthindia.net,india_resources
MHA India,general,4,condition_info,"Live on all the social media of MHI from Malviya Road Dehradun,UK, India. Celebrating Mental Health India Day 11:00 am Live on all the social media of MHI from Malviya Road Dehradun,UK, India. .... 7 June Live on all the social media of MHI from Malviya Road Dehradun,UK, India.",https://www.mentalhealthindia.net,india_resources
MHA India,general,Latest Blog Post,condition_info,"COVID19 The right time for the big changes! 12+ 33+ Founder Mindfulness Find your true happiness, it lies in your mind. 12+ 33+ Founder Seasonal Depression Have you ever felt depressed when a season comes or goes? 12+ 33+ Founder",https://www.mentalhealthindia.net,india_resources
MHA India,general,What poeple Say About us,condition_info,"It tapped into this very real need by formalizing its role in connecting people with the help they need, ultimately growing its community. Well presented and informative. Visual explanations are very useful. I have a much better understanding of mental health issues and how people are affected. It will be useful to me coping with a fast-paced working environment and different people in life. Well presented, informative, and fun. It is a very important requirement and very few forums, all the platforms of MHI are as simple and effective. It is very professional and sincere commitment. I recommend it to all the people who have the slightest bit of confusion. A good and very helpful site I ever visited which helps me alot about my doubts and the problems I faced and find all the relevant information. I have taken the counseling service.. they helped me clearing my doubts. The experts are so good with their work.",https://www.mentalhealthindia.net,india_resources
Live Love Laugh,crisis,overview,helpline_info,Find Help Helplines Find a Professional Self-Help Techniques Initiatives Ongoing Initiatives Rural Program Corporate Program Research Lecture Series Campaigns Past Initiatives School Program Doctors Program Counselling Assist Ongoing Initiatives Rural Program Corporate Program Research Lecture Series Campaigns Past Initiatives School Program Doctors Program Counselling Assist Impact Impact Over The Years Stories of Hope Share Your Story Awards & Recognitions Media Press Releases Coverage Image Gallery Video Gallery Newsletter Social Media Annual Reports External References,https://www.thelivelovelaughfoundation.org/find-help/helplines,india_resources
Live Love Laugh,crisis,"Helpline numbers for Stress, Anxiety, Depression",helpline_info,"Disclaimer: The Live Love Laugh Foundation (“TLLLF”) is not in the business of providing counselling services and does not own, operate or control the helpline numbers listed on the website. The helpline numbers are listed for referral purposes only, and TLLLF does not make any recommendations or guarantees regarding the quality of response and medical advice you might receive from any of the helplines. TLLLF does not endorse these helplines and makes no representations, warranties or guarantees as to, and assumes no responsibility for, the services provided by these entities. TLLLF disclaims all liability for damages of any kind arising out of calls made to these helpline numbers. Cyrus & Priya Vandrevala Foundation is a non-profit organisation that aims to provide significant funding and aid contributions for those suffering from mental health problems and illnesses in Indi... Languages: English, हिंदी, ગુજરતી, বাংলা, ಕನ್ನಡ, தமிழ், తెలుగు, മലയാളം, ଓଡ଼ିଆ, मराठी, ತುಳು Tele-MANAS is a Government of India initiative, providing a 24/7 free mental health support service . Available in English & 20 other regional languages, it connects you with trained counselors for... Languages: অসমীয়া, বাংলা, English, ગુજરાતી, हिंदी, ಕನ್ನಡ, മലയാളം, मराठी, नेपाली, ਪੰਜਾਬੀ, سنڌي/सिन्धी, தமிழ், తెలుగు, اردو. The Mpower Minds Helpline is a mental health service dedicated to providing free, confidential support to individuals experiencing psychological distress. Available 24/7, the helpline connects call... Time: 24 hours | 7 days a week Free,confidential helpline is answered by professionally trained volunteers. So, whatever your concerns are, you can be rest assured that you will receive non-judgmental and non-critical listening.... Jeevan Aastha Helpline is a mental health support helpline aimed at providing immediate emotional assistance to individuals experiencing psychological distress. Launched in response to the rising n... The helpline is open to all. It runs 24x7 and ensures crisis intervention by expert psychologists from Fortis Healthcare. Time: 24 hours | 7 days a week Languages: অসমীয়া, বাংলা , English, ગુજરાતી , हिंदी , ಕನ್ನಡ, कोंकणी, मराठी, മലയാളം, ਪੰਜਾਬੀ , தமிழ், తెలుగు, اُردُو , राजस्थानी and Achiku 1Life is a non-profit organization committed to suicide prevention through the support of experienced mental health professionals and trained tele-counselors. Recognizing the alarming rise in suici... Time: 5am to 12 am|7 days a week Languages: हिंदी, English, తెలుగు, தமிழ், ಕನ್ನಡ, മലയാളം, ગુજરાતી, मराठी, ਪੰਜਾਬੀ, سنڌي, भोजपुरी and বাংলা Voice That Cares (VTC) is a PAN India free public helpline that provides psychological first aid counselling support to individuals for mental health and well-being. It was launched by Ripples of C... The Distress Helpline Program by Connecting Trust offers immediate emotional support to individuals in distress, especially those experiencing suicidal thoughts. Operated by trained volunteers, the... Time: 12:00 PM - 08:00 PM | 7 days a week Roshni trust is a voluntary organization that values human life. Roshni helpline comes under its umbrella. Roshni helpline provides free and confidential service by providing emotional support to t... Time: 11:00 AM - 9:00 PM | 7 days a week Lifeline offers a free tele-helpline providing emotional support to people who are in despair, depressed or suicidal. Face to face befriending with prior appointment is also available. The services... Time: 10:00 AM - 10:00 PM | 7 days a week A Shantital Shanghvi Foundation initiative, Mann Talks focuses on empowering individuals to take charge of their mental health. A team of trained mental health professionals offers an empathetic an... Time: 9:00 AM - 8:00 PM | 7 days a week Arpita Foundation, a Bangalore-based non-profit, offers professional counseling and guidance to individuals across India. Founded by Patrick and joined by Dr. Kalyani Keerthi Giridhara, the Foundat... Time: 7:00 AM - 09:00 PM | 7 days a week Languages: English, हिंदी, اردو, ಕನ್ನಡ, தமிழ், తెలుగు, മലയാളം, कोंकणी, অহমিয়া, ગુજરતી, বাংলা The MS Chellamuthu Trust & Research Foundation offers a free mental health helpline called Speak2Us, accessible at +91-93754 93754. Staffed by trained volunteers, this service provides a safe and c... Sangath is a not-for-profit organisation working in Goa, India for 24 years to make mental health services accessible and affordable. They have a dedicated COVID 19 well-being centre which offers c... Time: 10:00 AM - 6:00 PM | | 7 days a week The name ‘Ankahee’ comes from the Hindi word meaning ""unsaid"" or ""unspoken"". It aims to create a safe and confidential space where people can share their innermost thoughts and feelings without any... Sumaitri is a crisis intervention centre for the depressed, distressed and suicidal. It provides unconditional and unbiased emotional support to anyone who calls, visits or writes to them. Its trai... Time: 12:30 PM - 5:00 PM| 7 days a week iCALL is a psychosocial helpline for individuals in emotional and psychological distress. They provide professional and free counseling through technology assisted mediums such as telephone, email ... Time: 10 AM - 8 PM | Monday to Saturday Backed by over 15 years of experience in running successful helplines, Muktaa Charitable Foundation is a registered non-profit that has been at the forefront of social welfare initiatives for HIV/A... Parivarthan Counselling, Training and Research Centre is a registered, non-profit society that provides multimodal services in the field of mental health(www.parivarthan.org). The Helpline is servi... Time: 1:00 PM - 10:00 PM | Monday to Friday COOJ Mental Health Foundation (COOJ) works towards promoting mental health in Goa under four major needs: Psycho-social rehabilitation, Suicide Prevention, Elder Care and Community Mental health. T... Time: 01:00 PM - 07:00 PM | Monday to Friday Holistic Education & Adaptive Learning (HEAL) Foundation was founded in March 2019 to address the social emotional learning gaps in students and in grownups . Through the mental health helpline we ... Time: 2pm to 9pm | Monday to Friday Languages: हिंदी, English, తెలుగు, தமிழ், ಕನ್ನಡ, മലയാളം, ગુજરાતી, मराठी COOJ Mental Health Foundation (COOJ) works towards promoting mental health in Goa under four major needs: Psycho-social rehabilitation, Suicide Prevention, Elder Care and Community Mental health. They operate a confidential helpline which offers emotional support individuals dealing with suicidal thoughts, as well as those experiencing other levels of distress. It is run by volunteers trained in Mindfulness Based Active Listening. © 2026 All rights reserved. The Live Love Laugh Foundation.",https://www.thelivelovelaughfoundation.org/find-help/helplines,india_resources
